"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Jamaica","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2016",43.89,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2016",41.54,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2024",49.1,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2024",48.38,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2023",50.19,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2023",48.44,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2022",49.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2022",44.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2021",48.88,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2021",44.32,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2020",48.37,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2020",44.84,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2019",49.58,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2019",44.3,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2018",48.4,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2018",44.59,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2017",47.99,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Jordan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2017",46.07,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2015",44,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked",
"Japan","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2015",33.1,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked",
"Kazakhstan","LFS - Sample Survey of Employment","Mean weekly hours usually worked per employee by sex","Male","2015",42,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers","Population coverage: Excluding both institutional population and armed forces and/or conscripts"
"Kazakhstan","LFS - Sample Survey of Employment","Mean weekly hours usually worked per employee by sex","Female","2015",40,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers","Population coverage: Excluding both institutional population and armed forces and/or conscripts"
"Kenya","HS - Continuous household survey","Mean weekly hours usually worked per employee by sex","Male","2022",50.19,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Mean weekly hours usually worked per employee by sex","Female","2022",44.26,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Mean weekly hours usually worked per employee by sex","Male","2021",51.75,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Mean weekly hours usually worked per employee by sex","Female","2021",44.45,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Mean weekly hours usually worked per employee by sex","Male","2019",52.87,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HS - Continuous household survey","Mean weekly hours usually worked per employee by sex","Female","2019",46.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HIES - Household Budget Survey","Mean weekly hours usually worked per employee by sex","Male","2016",49.29,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","HIES - Household Budget Survey","Mean weekly hours usually worked per employee by sex","Female","2016",42.05,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2023",42.73,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2023",38.97,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2022",42.86,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2022",39.02,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2021",42.37,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2021",38.66,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2020",42.43,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2020",39.24,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2019",42.23,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2019",39.02,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2018",42.86,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2018",39.74,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2017",42.53,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2017",39.59,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2016",42.74,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2016",39.65,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2015",42.62,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","LFS - Employment and Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2015",39.62,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",49.45,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2019",48.58,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Korea","LFS - Economically Active Population Survey","Mean weekly hours usually worked per employee by sex","Male","2015",45.6,,"Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked","Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts"
"Republic of Korea","LFS - Economically Active Population Survey","Mean weekly hours usually worked per employee by sex","Female","2015",39.2,,"Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked","Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2024",43,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2024",40.32,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2023",43.08,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2023",41.03,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2022",43.37,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2022",41.43,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2021",43.82,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2021",41.6,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2020",44.4,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2020",41.7,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",45.03,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2019",41.57,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2018",46.2,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2018",42.23,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2017",45.94,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2017",41.01,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2016",45.66,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2016",40.66,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2015",44.6,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2015",40.15,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2022",44.55,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2022",42.97,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2017",43.08,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2017",41.87,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",51.79,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2019",40.48,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","HIES - Household Income and Expenditure Survey","Mean weekly hours usually worked per employee by sex","Male","2016",46.38,,,"Repository: ILO-STATISTICS - Micro data processing"
"Liberia","HIES - Household Income and Expenditure Survey","Mean weekly hours usually worked per employee by sex","Female","2016",42.89,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2025",40.27,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2025",39.68,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2024",40.78,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2024",40.28,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2023",41.42,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2023",40.47,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2022",40.78,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2022",40.17,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2021",40.41,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2021",40.07,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2020",40.75,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2020",40.01,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",41.15,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2019",40.36,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2018",41.27,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2018",40.51,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2017",41,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2017",39.87,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2024",48.61,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2024",44.37,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2023",48.39,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2023",43.45,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2022",49.89,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2022",44.47,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2021",50.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2021",44.48,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2020",50.49,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2020",44.64,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",50.44,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2019",44.4,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2018",50.45,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2018",44.66,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2017",50.8,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2017",44.99,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2016",50.13,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2016",44.3,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2015",50.26,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2015",44.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2024",53.89,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2024",52.66,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",51.77,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2019",50.51,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2024",39.59,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2024",38.64,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2023",39.54,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2023",38.48,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2022",39.54,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2022",38.42,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2021",39.57,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2021",38.53,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2020",39.48,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2020",38.37,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",39.32,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2019",38.29,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2018",39.31,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2018",37.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2017",39.28,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2017",37.73,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2016",39.29,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2016",37.8,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2015",39.14,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2015",37.68,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2024",39.95,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2024",35.35,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2023",40.27,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2023",35.5,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2022",40.19,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2022",35.42,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2021",40.25,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2021",35.49,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2020",39.45,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2020",34.54,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",39.66,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2019",35.22,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2018",39.74,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2018",34.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2017",39.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2017",34.14,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2016",40.03,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2016",33.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2015",39.97,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2015",34.13,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2024",39.22,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2024",38.11,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2023",39.24,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2023",37.96,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2022",39.53,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2022",38.14,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2021",39.4,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2021",37.82,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2020",39.8,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2020",38.17,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",39.75,,,"Repository: ILO-STATISTICS - Micro data processing"
